title,text,rating,timestamp,item_title,category,label,images
Gorgeous color,I bought this blouse after buying the same in beige. I love the soft red color that will go well with many of the other items in my wardrobe. It is also easy care. Just toss it in the washer and hang to dry; very comfy to wear too.,5,27/07/2022 13:13,Minibee Women's Linen Shirts Button Down Long Tunic Tops Plus Size Blouse with Pockets,Clothing_Shoes_and_Jewelry,OR,
"Gave as a gift, 11year old boy was delighted.",Delivered quickly and was well packaged. Grandson loved the gift.  Good weight and appears to be made well.,5,16/07/2022 06:19,"URBAN JEWELRY Stunning Mechanic Style Stainless Steel Silver Men's Necklace Link Chain (18,21,23 Inches)",Clothing_Shoes_and_Jewelry,OR,
Very cute but poor zipper quality,"The onesie is very soft and adorable on a child. However, the zipper is very flimsy and has come apart already before Halloween! For this price, I would have expected the onesie to hold up better. Disappointing",2,30/10/2022 01:17,ANBOTA Kids Dog Costume Onesie for Halloween Boys Girls Husky Puppy Cosplay Fleece One Piece Pajama Zipper Closure,Clothing_Shoes_and_Jewelry,OR,
They fit!,"All I cared about is, they fit. I wear a size 12 shoe and socks are always too tight on me. These aren’t. Finally!",5,29/08/2022 02:37,Hanes Men's Big & Tall Cushion Ankle Socks 6-Pack - Shoe Sizes: 13-15 - White,Clothing_Shoes_and_Jewelry,OR,
Cheap laces that quickly broke. No warranty. Comfortable hiking shoes.,"Update: The laces are lousy. They started to fray almost immediately. After around 20, the laces snapped apart. They are like water-resistant sneakers with thicker treads. These are not trail running shoes, and they are not hiking boots. They went cheap with the laces. In the first week, I had to use a pry stick twice to untie the very tight knots that get formed. The current price is $54 for size 15 black. For around this price you can find similar shoes from the big brands like Columbia or Merrill that are more stylish. All the models in the marketing photos are wearing shoes from competing brands. This is an unknown brand without any online presence or established reputation. No warranty is provided, so your only protection is the Amazon 30-day return window. The big brands include warranties. They need to present reasons why someone would choose this shoe over well-known brands. These are average shoes at a low price.",2,16/07/2022 16:52,X-Grip Men's Hiking Shoes Size 15 Lightweight Outdoor Sneakers Breathable Trail Shoes Non-Slip Trekking Camping Walking Shoes Black,Clothing_Shoes_and_Jewelry,OR,
Sized way small...,"I would order 2 sizes bigger than you normally wear, unless you wear your shirts snug. I do not, so I returned.",2,31/12/2022 20:30,LUKYCILD Christmas Shirts for Women Merry Christmas Sweatshirt Christmas Long Sleeve Shirts Holiday Tops,Clothing_Shoes_and_Jewelry,OR,
I thought these came with the actual patches???,"Everything was silk screened on still a nice job , the way you advertised as a patch shirt lends the idea the patch would be sewn on?? Still a great shirt good job with the silk screening.",3,26/06/2022 03:02,Andy Griffith Show | Floyd's Barber Shop Classic TV Premium T-Shirt,Clothing_Shoes_and_Jewelry,OR,
Viene ala medida,Está bien bonita no son tan alta,4,21/12/2022 19:32,IDIFU Women's Buckle Strap Ankle Booties 3 Inch Pointed Toe Zipper Heels Dress Jeans Boots,Clothing_Shoes_and_Jewelry,OR,
Not what I expected.,Material is thin. Pockets are shallow. Stitched in a way to allow anything in them to slide out while sitting. I washed them so will have to  keep them. They are comfortable and gave two stars for that reason. If you're outside in cold weather you'll need long johns in addition to these. They probably won't take any abuse vey well. Not what I expected.,2,15/01/2023 12:42,Wrangler Authentics Men's Fleece Lined Carpenter Pant,Clothing_Shoes_and_Jewelry,OR,
True to Size,He liked it and the Fit was perfect.,4,13/10/2022 18:37,George Clothing Men's Short Sleeve Poplin Shirt,Clothing_Shoes_and_Jewelry,OR,
So Far So Good,"I've used the carry on twice now and it's made traveling a heck of alot easier. Not only does this look expensive but boy is it ever well made. It's very easy to maneuver with the 360 degree wheels, the carry on itself is made of hard shell which is fantastic for me and all the compartments made it easy to organize my clothes, shoes, makeup and my laptop easily. I hope this hold up over time and I will definitely update after a year of use.",5,31/10/2022 13:57,"Hanke Lightweight Hardside Luggage 8 Spinner Silent Wheels Travel Suitcase, Off White, Checked-Medium 24-Inch",Clothing_Shoes_and_Jewelry,OR,
Amazing,"I didn’t expect much.  I’m not typically a slipper person.  I am however, a person with icicle feet in 80° weather.  I am also a person with very bony feet and being barefoot for more than 5 minutes is tremendously painful. Normally I wear flip flops so my heels have something to sink in to but especially in the colder months, my feet are freezing.  I’ve  bought slippers in the past but there just wasn’t enough padding to keep the pain away.  I ordered these kind of on a whim and thought the memory foam was probably a gimmick.  I was so wrong. I will admit that I don’t love the silly emoji face on these slippers but oh man, they are worth feeling like an idiot for.  They are SO comfortable and warm and supportive and soft and and and.  They are everything I have always wanted and have never found.  My indoor flip flops are getting zero attention now and my feet are snuggly and warm and pain free in these ridiculous looking slippers.  I am overjoyed!  Whether you have foot pain or not, if you are looking for slippers, these are the ones!  You won’t regret it!",5,22/09/2022 05:40,"Slippers for Women Men Indoor Outdoor Memory Foam,Funny Dollar Sign Slippers Winter Fleece Linning Non Slip Money Face House Shoes for Gifts",Clothing_Shoes_and_Jewelry,OR,
Great belt,For as asvertised,5,17/07/2022 15:33,Timberland PRO Men's 38mm Boot Leather Belt,Clothing_Shoes_and_Jewelry,OR,
A bit cheap but they work,"Bought these for my 5 years old daughter who has been begging for Heelys. Since Heelys don't come in her size, we went with this option. I didn't like that you have to slide the panel on the bottom of the shoe to access the wheel, and there's no way for it to tuck back up and have it stay back up unless you slide the panel back over the wheel. They seem a tad cheaply made, panel doesn't slide with ease, plastic seems like it will break in no time. Time will tell if they hold up to somewhat frequent use",4,08/01/2023 15:58,Kids Roller Shoes Boys Girls LED Light up Roller Skates Sneakers Best Gifts for Kids Shoes with Wheels Light Color Shoes,Clothing_Shoes_and_Jewelry,OR,
Love these shirts!,"I have gotten a lot of complements on these shirts and Questions about where to purchase them. I love it a ton! It’s super soft and comfortable and covers in a very flattering way. I do feel these shirts are a little expensive, but the same time worth it because they made me look good.",5,30/07/2022 16:24,RITERA Women Plus Size Tops Tie Dye Summer Shirt Leopard V Neck Short Sleeve Camo Tunic for Ladies Oversized Blouse,Clothing_Shoes_and_Jewelry,OR,
Rolls a bit,"So I ordered the biggest size, which based on measurements I knew would be a little -snug-. It's got impressive stretch, very flattering, not transparent at all, BUT it does roll a little during exercise. Now, whether this is because I was pushing the size chart to its very limits, I'm not sure. It made for some cute Insta pics, but it isn't practical to work out in for me (5'3, 155 lbs, 42 chest, 30 waist, 45 hips)",4,20/10/2022 17:28,Women’s Two Piece Outfits Yoga Pants Set Seamless High Waist Leggings and Quick-Dry Yoga Crop Tops Athletic Sports Set,Clothing_Shoes_and_Jewelry,OR,
👍🏻 Perfect,"I’m very pleased with the color, the size and overall quality. I think it is fashionably sophisticated and I would buy another one if it came in cool brown.",5,12/11/2022 00:40,90% Wool10% Nylon Knitted French Artist Style Classic Solid Color Wool Berets Beanies Cap Hats,Clothing_Shoes_and_Jewelry,OR,
Looks cheap,Dress print looks very different from the dress and the fabric is very cheap quality. I won’t recommend it.,1,08/07/2022 03:12,Simier Fariry Womens Hide Belly Work Casual Midi Dresses with Pockets,Clothing_Shoes_and_Jewelry,OR,
HUGE DISAPPOINTMENT!,"This shoe does not compare with Eastland shoes I have purchased in the past.  It runs short in length, has little to no arch support, and the leather upper does not resemble natural leather at all.  It looks cheap, really cheap!  So much for one of my favorite shoe brands!",1,12/10/2022 21:45,Eastland Women's Kaitlyn Slip-On Loafer,Clothing_Shoes_and_Jewelry,OR,
Lower than the average renne faire quality,[[VIDEOID:9dbc4d71468bdcb28c2b1c419feac9fd]] My main issue with it is the way it secures. You get a cord on one side and a leafy ribbon on the other as seen in the photo. You tie them. I had a hard time getting a knot that won’t come out. I’m used to the ones that you adjust simply but adjusting the angle. It’s itchy. I can’t imagine wearing it the whole day.,1,02/08/2022 14:18,Vividsun Adjustable Flower Crown Floral Headpiece Floral Crown Wedding Festivals Photo Props (G/light pink),Clothing_Shoes_and_Jewelry,OR,https://m.media-amazon.com/images/I/71PHD-j279L._SL1600_.jpg
Not the color shown in the image,"I really liked the muted gold shown in the image of this product. It looked subtle and elegant to me. The actual wrap is a much brighter, more brassy shade of gold. It's an OK shade, but not what I was expecting or wanting. On the positive side, the wrap is soft and pleasant to the touch. I plan to wear it to work tomorrow just to try it out. Maybe it will grow on me. But do be aware--its a very bright, bright gold. Updated to add--I wore it all day and it is soft as a feather. Really like everything about it except the color which is definitely not champagne gold. UPDATE: Feb 2023 (purchased Aug 2022): I had to throw the shawl away. Long threads were coming unraveled and it was starting to look unsightly. Do not recommend at all. Landfill fodder.",2,30/08/2022 01:10,"BOCOSO Women's Sparkling Shawl Wraps with Tassels, Soft Mesh Scarf Shawl with Fringe for Party Wedding Evening Dresses",Clothing_Shoes_and_Jewelry,OR,
Comfort Fit,"Excellent Quality,  Quick Dry, Punk Rock Graphics. We Love it so much we ordered another one!",5,26/06/2022 23:43,Hurley Boys' Printed Board Shorts,Clothing_Shoes_and_Jewelry,OR,
Looks just like the photos... but air it out,"This umbrella is sturdy, lightweight, and classy. The color is true to the photos and it's absolutely gorgeous. I needed to air it out for a while though because the smell right out of the package was strong and gross. It was a chemical-fishy smell. But it's gone away after taking it out of the package and letting it air out. I didn't need to use it in the rain or wash it to get the smell out.",5,30/11/2022 20:37,W.L Umbrella for Rain Windproof Parasol Umbrella for Sun Compact Umbrella Folding Umbrella Automatic Open UV-Protection Lightweight Large and Portable,Clothing_Shoes_and_Jewelry,OR,
perfect for daughter's wedding,"This was just what I needed, little bigger than others I looked at which made it perfect. Fit phone, make up and tissues in it. Loved little sewn in pocket for ID",5,24/07/2022 13:42,Dasein Women's Evening Bag Glitter Clutch Wedding Bridal Purse Sparkle Cocktail Party Prom Handbag,Clothing_Shoes_and_Jewelry,OR,
Really warm  BUT,"You can believe the other reviewers who tell you that these gloves will keep your hands warm.  However, after about twenty minutes, cold penetrates these gloves.  In any case, they are superior to driving gloves.",4,30/12/2022 12:34,"EMITGLAM Winter Gloves Men & Women Made with 3M Premium Insulation, Waterproof Snow Ski Gloves with 10 Touchscreen Fingers & 5-Layer Fabric, Windproof Thermal Warm Gloves for Cold Weather",Clothing_Shoes_and_Jewelry,OR,
"Very nice, bit a tad wide!","This is a really nice shirt and I like it a lot! It's more than thick enough to hide my bra lines and it does a great job of keeping me warm. And I will say that the best part about this top is the material is super soft... like pajama fabric soft. I also think it's the perfect length, the right amount of modest, and a very pretty trio of colors. I would have to recommend this shirts! But if you're on not sure about size to order, I would have to recommend going down a size. It's a bit more roomy than most of my tops... especially in the waist/upper chest area. Hope this review was helpful.",4,26/06/2022 06:59,Bonneuitbebe Women's Oversized Long Sleeve Tunics Casual Color Block Crewneck Sweatshirt Pullover Tops,Clothing_Shoes_and_Jewelry,OR,
It is *really* cropped,"The top itself was a nice weight, not heavy at all. That is a plus in warm weather. The material seems to be of great quality, I would encourage you guys,(all inclusive) to take a chance with this. I loved it and still do, but I tried it on. I am of the “apple” shape, but I only wanted them for the house, not out and about, so I figured “how bad could it be, meh” Full length mirror + not-cute stomach = bad really really bad LOL. I gifted it to my sister to is shaped more like a human and works out. I can report that in the time *she* has had it, it gets a big thumbs up. Can this count as two reviews? 😂",5,26/12/2022 04:25,Amazon Brand - Core 10 Women's Soft French Terry Cropped Sleeveless Yoga Sweatshirt,Clothing_Shoes_and_Jewelry,OR,
